日期,收盘,开盘,高,低,交易量,涨跌幅
2024/2/14,81.6,82.6,83.6,81.39,344.36K,-0.0141
2024/2/15,82.86,81.42,83.25,80.72,330.45K,0.0154
2024/2/16,83.47,82.79,83.66,81.89,337.06K,0.0074
2024/2/19,83.56,83.28,83.6,82.55,185.06K,0.0011
2024/2/20,82.34,83.24,83.63,82.05,297.03K,-0.0146
2024/2/21,83.03,82.5,83.17,81.66,305.18K,0.0084
2024/2/22,83.67,83.2,83.96,82.33,275.28K,0.0077
2024/2/23,81.62,83.39,83.48,81.43,226.40K,-0.0245
2024/2/26,82.53,81.41,83.07,81,180.34K,0.0111
2024/2/27,83.65,82.64,83.7,82.1,79.81K,0.0136
2024/2/28,83.68,83.3,84.31,82.6,107.85K,0.0004
2024/2/29,83.62,83.23,83.9,83.05,16.34K,-0.0007
2024/3/1,83.55,82.07,84.34,81.81,402.47K,-0.0008
2024/3/4,82.8,83.5,84.08,82.57,369.83K,-0.009
2024/3/5,82.04,82.74,83.14,81.72,450.40K,-0.0092
2024/3/6,82.96,82.01,84.05,81.85,372.05K,0.0112
2024/3/7,82.96,82.92,83.53,82.07,374.57K,0
2024/3/8,82.08,83.18,83.84,81.71,320.30K,-0.0106
2024/3/11,82.21,82,82.75,81.08,347.33K,0.0016
2024/3/12,81.92,82.45,83.01,81.69,320.25K,-0.0035
2024/3/13,84.03,82.45,84.24,81.96,391.69K,0.0258
2024/3/14,85.42,84.04,85.69,83.98,383.73K,0.0165
2024/3/15,85.34,85.15,85.55,84.6,287.01K,-0.0009
2024/3/18,86.89,85.32,87.18,85.25,390.07K,0.0182
2024/3/19,87.38,86.94,87.7,86.48,367.42K,0.0056
2024/3/20,85.95,87.15,87.35,85.59,386.30K,-0.0164
2024/3/21,85.78,86.24,86.64,85.06,271.87K,-0.002
2024/3/22,85.43,85.66,86.15,85.11,168.35K,-0.0041
2024/3/25,86.75,85.5,87.17,85.4,175.00K,0.0155
2024/3/26,86.25,86.81,87.06,85.8,126.82K,-0.0058
2024/3/27,86.09,85.86,86.39,85.17,96.51K,-0.0019
2024/3/28,87.48,86.41,87.52,86.3,18.69K,0.0161
2024/4/1,87.42,86.98,87.98,86.4,274.96K,-0.0007
2024/4/2,88.92,87.62,89.32,87.62,427.94K,0.0172
2024/4/3,89.35,89.22,89.99,88.67,367.37K,0.0048
2024/4/4,90.65,89.48,91.3,88.72,390.95K,0.0145
2024/4/5,91.17,91.21,91.91,90.57,390.78K,0.0057
2024/4/8,90.38,90.09,91.1,88.78,392.34K,-0.0087
2024/4/9,89.42,90.63,90.94,89.25,346.43K,-0.0106
2024/4/10,90.48,89.55,90.71,88.83,371.23K,0.0119
2024/4/11,89.74,90.52,90.92,89.38,377.53K,-0.0082
2024/4/12,90.45,90.13,92.18,90.01,401.22K,0.0079
2024/4/15,90.1,90.95,91.05,88.73,410.36K,-0.0039
2024/4/16,90.02,90.43,90.84,89.41,323.52K,-0.0009
2024/4/17,87.29,90.11,90.17,87.13,462.93K,-0.0303
2024/4/18,87.11,87.42,87.8,86.09,433.24K,-0.0021
2024/4/19,87.29,87.04,90.75,86.19,499.71K,0.0021
2024/4/22,87,87.07,87.26,85.79,372.13K,-0.0033
2024/4/23,88.42,87.2,88.51,86.03,341.78K,0.0163
2024/4/24,88.02,88.45,88.86,87.65,241.64K,-0.0045
2024/4/25,89.01,87.89,89.31,87.31,241.35K,0.0112
2024/4/26,89.5,89.23,89.83,88.78,113.70K,0.0055
2024/4/29,88.4,89.22,89.29,88.11,99.95K,-0.0123
2024/4/30,87.86,88.41,88.79,87.46,14.19K,-0.0061
2024/5/1,83.44,85.8,85.89,83.29,482.83K,-0.0503
